# perft_suite_960_xfen.txt - the same 960 start positions written in X-FEN.
#
# X-FEN writes Chess960 castling as plain KQkq, where K means the OUTERMOST rook on the
# king's side rather than the rook on h1. THIS IS WHAT LICHESS SENDS: a live 960 game gives
# [FEN "rbnqbnkr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBNKR w KQkq - 0 1"], king on g1.
#
# Before fen2board() learned to infer the rook files from the board, 124 of these 3840 runs
# failed while the identical positions in Shredder notation all passed -- so a FEN from a
# real lichess 960 game could not be read at all. Same expected counts as
# perft_suite_960.txt, because they are the same positions.
bbqnnrkr/pppppppp/8/8/8/8/PPPPPPPP/BBQNNRKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201143
rbbqnknr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9058 ;D4 204436
rqbbnknr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202583
rqbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200601
rqbnknrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203060
rbqnbknr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9058 ;D4 204291
rqnbbknr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9040 ;D4 203673
rqnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201613
rqnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202318
rbqnknbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNKNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 203087
rqnbknbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBKNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 201995
rqnknbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNKNBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 203087
rqnknrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKNRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 202990
bbrnqknr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9052 ;D4 203343
brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201046
brnqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199737
brnqknrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9062 ;D4 204346
rbbnqknr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9058 ;D4 204293
rnbbqknr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 201114
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8902 ;D4 197281
rnbqknrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201561
rbnqbknr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9040 ;D4 203724
rnqbbknr/pppppppp/8/8/8/8/PPPPPPPP/RNQBBKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9024 ;D4 202912
rnqkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RNQKBBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8942 ;D4 199066
rnqkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RNQKBNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199731
rbnqknbr/pppppppp/8/8/8/8/PPPPPPPP/RBNQKNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 202002
rnqbknbr/pppppppp/8/8/8/8/PPPPPPPP/RNQBKNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201605
rnqknbbr/pppppppp/8/8/8/8/PPPPPPPP/RNQKNBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202397
rnqknrbb/pppppppp/8/8/8/8/PPPPPPPP/RNQKNRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202220
bbrnkqnr/pppppppp/8/8/8/8/PPPPPPPP/BBRNKQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9054 ;D4 204028
brnbkqnr/pppppppp/8/8/8/8/PPPPPPPP/BRNBKQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199731
brnkqbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNKQBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201561
brnkqnrb/pppppppp/8/8/8/8/PPPPPPPP/BRNKQNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9062 ;D4 204346
rbbnkqnr/pppppppp/8/8/8/8/PPPPPPPP/RBBNKQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202397
rnbbkqnr/pppppppp/8/8/8/8/PPPPPPPP/RNBBKQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8942 ;D4 199066
rnbkqbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBKQBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8902 ;D4 197281
rnbkqnrb/pppppppp/8/8/8/8/PPPPPPPP/RNBKQNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199737
rbnkbqnr/pppppppp/8/8/8/8/PPPPPPPP/RBNKBQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201605
rnkbbqnr/pppppppp/8/8/8/8/PPPPPPPP/RNKBBQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 201112
rnkqbbnr/pppppppp/8/8/8/8/PPPPPPPP/RNKQBBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8944 ;D4 199322
rnkqbnrb/pppppppp/8/8/8/8/PPPPPPPP/RNKQBNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199256
rbnkqnbr/pppppppp/8/8/8/8/PPPPPPPP/RBNKQNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 202002
rnkbqnbr/pppppppp/8/8/8/8/PPPPPPPP/RNKBQNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201924
rnkqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RNKQNBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202489
rnkqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RNKQNRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 201545
bbrnknqr/pppppppp/8/8/8/8/PPPPPPPP/BBRNKNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9070 ;D4 204802
brnbknqr/pppppppp/8/8/8/8/PPPPPPPP/BRNBKNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202318
brnknbqr/pppppppp/8/8/8/8/PPPPPPPP/BRNKNBQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203062
brnknqrb/pppppppp/8/8/8/8/PPPPPPPP/BRNKNQRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9038 ;D4 203488
rbbnknqr/pppppppp/8/8/8/8/PPPPPPPP/RBBNKNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 203087
rnbbknqr/pppppppp/8/8/8/8/PPPPPPPP/RNBBKNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201613
rnbknbqr/pppppppp/8/8/8/8/PPPPPPPP/RNBKNBQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200601
rnbknqrb/pppppppp/8/8/8/8/PPPPPPPP/RNBKNQRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8978 ;D4 200767
rbnkbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBNKBNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 201995
rnkbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RNKBBNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201873
rnknbbqr/pppppppp/8/8/8/8/PPPPPPPP/RNKNBBQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8978 ;D4 200787
rnknbqrb/pppppppp/8/8/8/8/PPPPPPPP/RNKNBQRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 198136
rbnknqbr/pppppppp/8/8/8/8/PPPPPPPP/RBNKNQBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 203087
rnkbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RNKBNQBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202487
rnknqbbr/pppppppp/8/8/8/8/PPPPPPPP/RNKNQBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202632
rnknqrbb/pppppppp/8/8/8/8/PPPPPPPP/RNKNQRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8970 ;D4 199869
bbrnknrq/pppppppp/8/8/8/8/PPPPPPPP/BBRNKNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9072 ;D4 204795
brnbknrq/pppppppp/8/8/8/8/PPPPPPPP/BRNBKNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9022 ;D4 202547
brnknbrq/pppppppp/8/8/8/8/PPPPPPPP/BRNKNBRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201642
brnknrqb/pppppppp/8/8/8/8/PPPPPPPP/BRNKNRQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203008
rbbnknrq/pppppppp/8/8/8/8/PPPPPPPP/RBBNKNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203045
rnbbknrq/pppppppp/8/8/8/8/PPPPPPPP/RNBBKNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201571
rnbknbrq/pppppppp/8/8/8/8/PPPPPPPP/RNBKNBRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8938 ;D4 198918
rnbknrqb/pppppppp/8/8/8/8/PPPPPPPP/RNBKNRQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 200432
rbnkbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBNKBNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200447
rnkbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RNKBBNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199094
rnknbbrq/pppppppp/8/8/8/8/PPPPPPPP/RNKNBBRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 197976
rnknbrqb/pppppppp/8/8/8/8/PPPPPPPP/RNKNBRQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8930 ;D4 198030
rbnknrbq/pppppppp/8/8/8/8/PPPPPPPP/RBNKNRBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8990 ;D4 201132
rnkbnrbq/pppppppp/8/8/8/8/PPPPPPPP/RNKBNRBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199592
rnknrbbq/pppppppp/8/8/8/8/PPPPPPPP/RNKNRBBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 199392
rnknrqbb/pppppppp/8/8/8/8/PPPPPPPP/RNKNRQBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 199546
bbqrnkrn/pppppppp/8/8/8/8/PPPPPPPP/BBQRNKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 199485
bqrbnkrn/pppppppp/8/8/8/8/PPPPPPPP/BQRBNKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8930 ;D4 197955
bqrnkbrn/pppppppp/8/8/8/8/PPPPPPPP/BQRNKBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7841 ;D4 169478
bqrnkrnb/pppppppp/8/8/8/8/PPPPPPPP/BQRNKRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 202029
qbbrnkrn/pppppppp/8/8/8/8/PPPPPPPP/QBBRNKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 199289
qrbbnkrn/pppppppp/8/8/8/8/PPPPPPPP/QRBBNKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198085
qrbnkbrn/pppppppp/8/8/8/8/PPPPPPPP/QRBNKBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7771 ;D4 166588
qrbnkrnb/pppppppp/8/8/8/8/PPPPPPPP/QRBNKRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198821
qbrnbkrn/pppppppp/8/8/8/8/PPPPPPPP/QBRNBKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8932 ;D4 197710
qrnbbkrn/pppppppp/8/8/8/8/PPPPPPPP/QRNBBKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8920 ;D4 197430
qrnkbbrn/pppppppp/8/8/8/8/PPPPPPPP/QRNKBBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7830 ;D4 169011
qrnkbrnb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199709
qbrnkrbn/pppppppp/8/8/8/8/PPPPPPPP/QBRNKRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7818 ;D4 168404
qrnbkrbn/pppppppp/8/8/8/8/PPPPPPPP/QRNBKRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7729 ;D4 164586
qrnkrbbn/pppppppp/8/8/8/8/PPPPPPPP/QRNKRBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7803 ;D4 167823
qrnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKRNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202160
bbrqnkrn/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8970 ;D4 199804
brqbnkrn/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198287
brqnkbrn/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7809 ;D4 168283
brqnkrnb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200657
rbbqnkrn/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202437
rqbbnkrn/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200582
rqbnkbrn/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7803 ;D4 167845
rqbnkrnb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 200459
rbqnbkrn/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200493
rqnbbkrn/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199871
rqnkbbrn/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7824 ;D4 168775
rqnkbrnb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199706
rbqnkrbn/pppppppp/8/8/8/8/PPPPPPPP/RBQNKRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7818 ;D4 168565
rqnbkrbn/pppppppp/8/8/8/8/PPPPPPPP/RQNBKRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7761 ;D4 165914
rqnkrbbn/pppppppp/8/8/8/8/PPPPPPPP/RQNKRBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7797 ;D4 167695
rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 202041
bbrnqkrn/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199698
brnbqkrn/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8920 ;D4 197635
brnqkbrn/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7792 ;D4 167349
brnqkrnb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199689
rbbnqkrn/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200496
rnbbqkrn/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8904 ;D4 197559
rnbqkbrn/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7735 ;D4 164966
rnbqkrnb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8900 ;D4 197106
rbnqbkrn/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199932
rnqbbkrn/pppppppp/8/8/8/8/PPPPPPPP/RNQBBKRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8944 ;D4 199340
rnqkbbrn/pppppppp/8/8/8/8/PPPPPPPP/RNQKBBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7773 ;D4 166575
rnqkbrnb/pppppppp/8/8/8/8/PPPPPPPP/RNQKBRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8900 ;D4 197091
rbnqkrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNQKRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7761 ;D4 165920
rnqbkrbn/pppppppp/8/8/8/8/PPPPPPPP/RNQBKRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7750 ;D4 165667
rnqkrbbn/pppppppp/8/8/8/8/PPPPPPPP/RNQKRBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165554
rnqkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RNQKRNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8954 ;D4 199511
bbrnkqrn/pppppppp/8/8/8/8/PPPPPPPP/BBRNKQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7841 ;D4 169471
brnbkqrn/pppppppp/8/8/8/8/PPPPPPPP/BRNBKQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7754 ;D4 165712
brnkqbrn/pppppppp/8/8/8/8/PPPPPPPP/BRNKQBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7830 ;D4 169000
brnkqrnb/pppppppp/8/8/8/8/PPPPPPPP/BRNKQRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199701
rbbnkqrn/pppppppp/8/8/8/8/PPPPPPPP/RBBNKQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7803 ;D4 167842
rnbbkqrn/pppppppp/8/8/8/8/PPPPPPPP/RNBBKQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7735 ;D4 164968
rnbkqbrn/pppppppp/8/8/8/8/PPPPPPPP/RNBKQBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7735 ;D4 164941
rnbkqrnb/pppppppp/8/8/8/8/PPPPPPPP/RNBKQRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8860 ;D4 195322
rbnkbqrn/pppppppp/8/8/8/8/PPPPPPPP/RBNKBQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7786 ;D4 167124
rnkbbqrn/pppppppp/8/8/8/8/PPPPPPPP/RNKBBQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7775 ;D4 166842
rnkqbbrn/pppppppp/8/8/8/8/PPPPPPPP/RNKQBBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7775 ;D4 166843
rnkqbrnb/pppppppp/8/8/8/8/PPPPPPPP/RNKQBRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8898 ;D4 196595
rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7761 ;D4 165921
rnkbqrbn/pppppppp/8/8/8/8/PPPPPPPP/RNKBQRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7752 ;D4 165958
rnkqrbbn/pppppppp/8/8/8/8/PPPPPPPP/RNKQRBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7750 ;D4 165646
rnkqrnbb/pppppppp/8/8/8/8/PPPPPPPP/RNKQRNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 198866
bbrnkrqn/pppppppp/8/8/8/8/PPPPPPPP/BBRNKRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7837 ;D4 169283
brnbkrqn/pppppppp/8/8/8/8/PPPPPPPP/BRNBKRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165472
brnkrbqn/pppppppp/8/8/8/8/PPPPPPPP/BRNKRBQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7822 ;D4 168662
brnkrqnb/pppppppp/8/8/8/8/PPPPPPPP/BRNKRQNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199827
rbbnkrqn/pppppppp/8/8/8/8/PPPPPPPP/RBBNKRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7799 ;D4 167742
rnbbkrqn/pppppppp/8/8/8/8/PPPPPPPP/RNBBKRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7731 ;D4 164860
rnbkrbqn/pppppppp/8/8/8/8/PPPPPPPP/RNBKRBQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7729 ;D4 164743
rnbkrqnb/pppppppp/8/8/8/8/PPPPPPPP/RNBKRQNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8858 ;D4 195449
rbnkbrqn/pppppppp/8/8/8/8/PPPPPPPP/RBNKBRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7780 ;D4 166729
rnkbbrqn/pppppppp/8/8/8/8/PPPPPPPP/RNKBBRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7771 ;D4 166726
rnkrbbqn/pppppppp/8/8/8/8/PPPPPPPP/RNKRBBQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7769 ;D4 166562
rnkrbqnb/pppppppp/8/8/8/8/PPPPPPPP/RNKRBQNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 196399
rbnkrqbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKRQBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7759 ;D4 166056
rnkbrqbn/pppppppp/8/8/8/8/PPPPPPPP/RNKBRQBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7750 ;D4 165645
rnkrqbbn/pppppppp/8/8/8/8/PPPPPPPP/RNKRQBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7750 ;D4 165790
rnkrqnbb/pppppppp/8/8/8/8/PPPPPPPP/RNKRQNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 199000
bbrnkrnq/pppppppp/8/8/8/8/PPPPPPPP/BBRNKRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9052 ;D4 203817
brnbkrnq/pppppppp/8/8/8/8/PPPPPPPP/BRNBKRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199694
brnkrbnq/pppppppp/8/8/8/8/PPPPPPPP/BRNKRBNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199779
brnkrnqb/pppppppp/8/8/8/8/PPPPPPPP/BRNKRNQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9054 ;D4 203986
rbbnkrnq/pppppppp/8/8/8/8/PPPPPPPP/RBBNKRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202245
rnbbkrnq/pppppppp/8/8/8/8/PPPPPPPP/RNBBKRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8940 ;D4 198900
rnbkrbnq/pppppppp/8/8/8/8/PPPPPPPP/RNBKRBNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8858 ;D4 195390
rnbkrnqb/pppppppp/8/8/8/8/PPPPPPPP/RNBKRNQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8954 ;D4 199523
rbnkbrnq/pppppppp/8/8/8/8/PPPPPPPP/RBNKBRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199636
rnkbbrnq/pppppppp/8/8/8/8/PPPPPPPP/RNKBBRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8938 ;D4 198209
rnkrbbnq/pppppppp/8/8/8/8/PPPPPPPP/RNKRBBNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 196231
rnkrbnqb/pppppppp/8/8/8/8/PPPPPPPP/RNKRBNQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 198945
