# perft_suite_960.txt - reference node counts for ./perft, Chess960
#
#   ./perft -d 4 -f perft_suite_960.txt                  counts only (3840 runs)
#   ./perft --check --nobulk --make all -d 3 -f perft_suite_960.txt
#                                                        counts + reconcile() + all make modes
#
# NOTE: give this file with -f. A positional argument containing '/' is parsed as a FEN.
#
# All 960 Chess960 start positions in Scharnagl (SP) order, SP-0 first; SP-518 is the standard
# array. Castling is written Shredder-style (rook FILES, e.g. HAha), which is what fen2board()
# understands -- it does NOT infer 960 rook files from a plain KQkq.
#
# Counts generated against Stockfish with 'setoption name UCI_Chess960 value true', as the note
# in perft_suite.txt requires: a recalled number would be indistinguishable from a generator bug.
#
# This suite found a real defect. undo_move() restored the castling rook to its source BEFORE
# clearing its destination, and in Chess960 those can be the SAME square (castling queenside with
# the rook already on d1/d8), so the rook was written and immediately erased from the mailbox.
# The bitboards survived, because the two XORs of one bit cancel -- so every count-based test
# passed with the bug present, in all three make modes, to depth 4. Only reconcile() saw it.
bbqnnrkr/pppppppp/8/8/8/8/PPPPPPPP/BBQNNRKR w HFhf - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201143
qrnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBNRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 9022 ;D4 202547
qbrnknbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNKNBR w HChc - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 202936
qrnbknbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBKNBR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200447
qrnknbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNKNBBR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203047
qrnknrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKNRBB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 202991
bbrqnknr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKNR w HChc - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 201659
brqbnknr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 199922
brqnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8978 ;D4 200767
brqnknrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKNRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 9038 ;D4 203488
rbbqnknr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9058 ;D4 204436
rqbbnknr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202583
rqbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200601
rqbnknrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203060
rbqnbknr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9058 ;D4 204291
rqnbbknr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9040 ;D4 203673
rqnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201613
rqnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202318
rbqnknbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNKNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 203087
rqnbknbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBKNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 201995
rqnknbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNKNBBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 203087
rqnknrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKNRBB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 202990
bbrnqknr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKNR w HChc - 0 1 ;D1 20 ;D2 400 ;D3 9052 ;D4 203343
brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201046
brnqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199737
brnqknrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKNRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 9062 ;D4 204346
rbbnqknr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9058 ;D4 204293
rnbbqknr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 201114
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8902 ;D4 197281
rnbqknrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201561
rbnqbknr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9040 ;D4 203724
rnqbbknr/pppppppp/8/8/8/8/PPPPPPPP/RNQBBKNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9024 ;D4 202912
rnqkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RNQKBBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8942 ;D4 199066
rnqkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RNQKBNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199731
rbnqknbr/pppppppp/8/8/8/8/PPPPPPPP/RBNQKNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 202002
rnqbknbr/pppppppp/8/8/8/8/PPPPPPPP/RNQBKNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201605
rnqknbbr/pppppppp/8/8/8/8/PPPPPPPP/RNQKNBBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202397
rnqknrbb/pppppppp/8/8/8/8/PPPPPPPP/RNQKNRBB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202220
bbrnkqnr/pppppppp/8/8/8/8/PPPPPPPP/BBRNKQNR w HChc - 0 1 ;D1 20 ;D2 400 ;D3 9054 ;D4 204028
brnbkqnr/pppppppp/8/8/8/8/PPPPPPPP/BRNBKQNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199731
brnkqbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNKQBNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201561
brnkqnrb/pppppppp/8/8/8/8/PPPPPPPP/BRNKQNRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 9062 ;D4 204346
rbbnkqnr/pppppppp/8/8/8/8/PPPPPPPP/RBBNKQNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202397
rnbbkqnr/pppppppp/8/8/8/8/PPPPPPPP/RNBBKQNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8942 ;D4 199066
rnbkqbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBKQBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8902 ;D4 197281
rnbkqnrb/pppppppp/8/8/8/8/PPPPPPPP/RNBKQNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199737
rbnkbqnr/pppppppp/8/8/8/8/PPPPPPPP/RBNKBQNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201605
rnkbbqnr/pppppppp/8/8/8/8/PPPPPPPP/RNKBBQNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 201112
rnkqbbnr/pppppppp/8/8/8/8/PPPPPPPP/RNKQBBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8944 ;D4 199322
rnkqbnrb/pppppppp/8/8/8/8/PPPPPPPP/RNKQBNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199256
rbnkqnbr/pppppppp/8/8/8/8/PPPPPPPP/RBNKQNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 202002
rnkbqnbr/pppppppp/8/8/8/8/PPPPPPPP/RNKBQNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201924
rnkqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RNKQNBBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202489
rnkqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RNKQNRBB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 201545
bbrnknqr/pppppppp/8/8/8/8/PPPPPPPP/BBRNKNQR w HChc - 0 1 ;D1 20 ;D2 400 ;D3 9070 ;D4 204802
brnbknqr/pppppppp/8/8/8/8/PPPPPPPP/BRNBKNQR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202318
brnknbqr/pppppppp/8/8/8/8/PPPPPPPP/BRNKNBQR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203062
brnknqrb/pppppppp/8/8/8/8/PPPPPPPP/BRNKNQRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 9038 ;D4 203488
rbbnknqr/pppppppp/8/8/8/8/PPPPPPPP/RBBNKNQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 203087
rnbbknqr/pppppppp/8/8/8/8/PPPPPPPP/RNBBKNQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201613
rnbknbqr/pppppppp/8/8/8/8/PPPPPPPP/RNBKNBQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200601
rnbknqrb/pppppppp/8/8/8/8/PPPPPPPP/RNBKNQRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8978 ;D4 200767
rbnkbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBNKBNQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 201995
rnkbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RNKBBNQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201873
rnknbbqr/pppppppp/8/8/8/8/PPPPPPPP/RNKNBBQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8978 ;D4 200787
rnknbqrb/pppppppp/8/8/8/8/PPPPPPPP/RNKNBQRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 198136
rbnknqbr/pppppppp/8/8/8/8/PPPPPPPP/RBNKNQBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 203087
rnkbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RNKBNQBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202487
rnknqbbr/pppppppp/8/8/8/8/PPPPPPPP/RNKNQBBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202632
rnknqrbb/pppppppp/8/8/8/8/PPPPPPPP/RNKNQRBB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8970 ;D4 199869
bbrnknrq/pppppppp/8/8/8/8/PPPPPPPP/BBRNKNRQ w GCgc - 0 1 ;D1 20 ;D2 400 ;D3 9072 ;D4 204795
brnbknrq/pppppppp/8/8/8/8/PPPPPPPP/BRNBKNRQ w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 9022 ;D4 202547
brnknbrq/pppppppp/8/8/8/8/PPPPPPPP/BRNKNBRQ w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201642
brnknrqb/pppppppp/8/8/8/8/PPPPPPPP/BRNKNRQB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203008
rbbnknrq/pppppppp/8/8/8/8/PPPPPPPP/RBBNKNRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203045
rnbbknrq/pppppppp/8/8/8/8/PPPPPPPP/RNBBKNRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201571
rnbknbrq/pppppppp/8/8/8/8/PPPPPPPP/RNBKNBRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8938 ;D4 198918
rnbknrqb/pppppppp/8/8/8/8/PPPPPPPP/RNBKNRQB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 200432
rbnkbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBNKBNRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200447
rnkbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RNKBBNRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199094
rnknbbrq/pppppppp/8/8/8/8/PPPPPPPP/RNKNBBRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 197976
rnknbrqb/pppppppp/8/8/8/8/PPPPPPPP/RNKNBRQB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8930 ;D4 198030
rbnknrbq/pppppppp/8/8/8/8/PPPPPPPP/RBNKNRBQ w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8990 ;D4 201132
rnkbnrbq/pppppppp/8/8/8/8/PPPPPPPP/RNKBNRBQ w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199592
rnknrbbq/pppppppp/8/8/8/8/PPPPPPPP/RNKNRBBQ w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 199392
rnknrqbb/pppppppp/8/8/8/8/PPPPPPPP/RNKNRQBB w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 199546
bbqrnkrn/pppppppp/8/8/8/8/PPPPPPPP/BBQRNKRN w GDgd - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 199485
bqrbnkrn/pppppppp/8/8/8/8/PPPPPPPP/BQRBNKRN w GCgc - 0 1 ;D1 20 ;D2 400 ;D3 8930 ;D4 197955
bqrnkbrn/pppppppp/8/8/8/8/PPPPPPPP/BQRNKBRN w GCgc - 0 1 ;D1 19 ;D2 361 ;D3 7841 ;D4 169478
bqrnkrnb/pppppppp/8/8/8/8/PPPPPPPP/BQRNKRNB w FCfc - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 202029
qbbrnkrn/pppppppp/8/8/8/8/PPPPPPPP/QBBRNKRN w GDgd - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 199289
qrbbnkrn/pppppppp/8/8/8/8/PPPPPPPP/QRBBNKRN w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198085
qrbnkbrn/pppppppp/8/8/8/8/PPPPPPPP/QRBNKBRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7771 ;D4 166588
qrbnkrnb/pppppppp/8/8/8/8/PPPPPPPP/QRBNKRNB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198821
qbrnbkrn/pppppppp/8/8/8/8/PPPPPPPP/QBRNBKRN w GCgc - 0 1 ;D1 20 ;D2 400 ;D3 8932 ;D4 197710
qrnbbkrn/pppppppp/8/8/8/8/PPPPPPPP/QRNBBKRN w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8920 ;D4 197430
qrnkbbrn/pppppppp/8/8/8/8/PPPPPPPP/QRNKBBRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7830 ;D4 169011
qrnkbrnb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBRNB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199709
qbrnkrbn/pppppppp/8/8/8/8/PPPPPPPP/QBRNKRBN w FCfc - 0 1 ;D1 19 ;D2 361 ;D3 7818 ;D4 168404
qrnbkrbn/pppppppp/8/8/8/8/PPPPPPPP/QRNBKRBN w FBfb - 0 1 ;D1 19 ;D2 361 ;D3 7729 ;D4 164586
qrnkrbbn/pppppppp/8/8/8/8/PPPPPPPP/QRNKRBBN w EBeb - 0 1 ;D1 19 ;D2 361 ;D3 7803 ;D4 167823
qrnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKRNBB w EBeb - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202160
bbrqnkrn/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKRN w GCgc - 0 1 ;D1 20 ;D2 400 ;D3 8970 ;D4 199804
brqbnkrn/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKRN w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198287
brqnkbrn/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7809 ;D4 168283
brqnkrnb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKRNB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200657
rbbqnkrn/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKRN w GAga - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202437
rqbbnkrn/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKRN w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200582
rqbnkbrn/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7803 ;D4 167845
rqbnkrnb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 200459
rbqnbkrn/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKRN w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200493
rqnbbkrn/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKRN w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199871
rqnkbbrn/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7824 ;D4 168775
rqnkbrnb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199706
rbqnkrbn/pppppppp/8/8/8/8/PPPPPPPP/RBQNKRBN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7818 ;D4 168565
rqnbkrbn/pppppppp/8/8/8/8/PPPPPPPP/RQNBKRBN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7761 ;D4 165914
rqnkrbbn/pppppppp/8/8/8/8/PPPPPPPP/RQNKRBBN w EAea - 0 1 ;D1 19 ;D2 361 ;D3 7797 ;D4 167695
rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 202041
bbrnqkrn/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKRN w GCgc - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199698
brnbqkrn/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKRN w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8920 ;D4 197635
brnqkbrn/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7792 ;D4 167349
brnqkrnb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKRNB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199689
rbbnqkrn/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKRN w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200496
rnbbqkrn/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKRN w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8904 ;D4 197559
rnbqkbrn/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7735 ;D4 164966
rnbqkrnb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8900 ;D4 197106
rbnqbkrn/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKRN w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199932
rnqbbkrn/pppppppp/8/8/8/8/PPPPPPPP/RNQBBKRN w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8944 ;D4 199340
rnqkbbrn/pppppppp/8/8/8/8/PPPPPPPP/RNQKBBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7773 ;D4 166575
rnqkbrnb/pppppppp/8/8/8/8/PPPPPPPP/RNQKBRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8900 ;D4 197091
rbnqkrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNQKRBN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7761 ;D4 165920
rnqbkrbn/pppppppp/8/8/8/8/PPPPPPPP/RNQBKRBN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7750 ;D4 165667
rnqkrbbn/pppppppp/8/8/8/8/PPPPPPPP/RNQKRBBN w EAea - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165554
rnqkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RNQKRNBB w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8954 ;D4 199511
bbrnkqrn/pppppppp/8/8/8/8/PPPPPPPP/BBRNKQRN w GCgc - 0 1 ;D1 19 ;D2 361 ;D3 7841 ;D4 169471
brnbkqrn/pppppppp/8/8/8/8/PPPPPPPP/BRNBKQRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7754 ;D4 165712
brnkqbrn/pppppppp/8/8/8/8/PPPPPPPP/BRNKQBRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7830 ;D4 169000
brnkqrnb/pppppppp/8/8/8/8/PPPPPPPP/BRNKQRNB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199701
rbbnkqrn/pppppppp/8/8/8/8/PPPPPPPP/RBBNKQRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7803 ;D4 167842
rnbbkqrn/pppppppp/8/8/8/8/PPPPPPPP/RNBBKQRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7735 ;D4 164968
rnbkqbrn/pppppppp/8/8/8/8/PPPPPPPP/RNBKQBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7735 ;D4 164941
rnbkqrnb/pppppppp/8/8/8/8/PPPPPPPP/RNBKQRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8860 ;D4 195322
rbnkbqrn/pppppppp/8/8/8/8/PPPPPPPP/RBNKBQRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7786 ;D4 167124
rnkbbqrn/pppppppp/8/8/8/8/PPPPPPPP/RNKBBQRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7775 ;D4 166842
rnkqbbrn/pppppppp/8/8/8/8/PPPPPPPP/RNKQBBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7775 ;D4 166843
rnkqbrnb/pppppppp/8/8/8/8/PPPPPPPP/RNKQBRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8898 ;D4 196595
rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7761 ;D4 165921
rnkbqrbn/pppppppp/8/8/8/8/PPPPPPPP/RNKBQRBN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7752 ;D4 165958
rnkqrbbn/pppppppp/8/8/8/8/PPPPPPPP/RNKQRBBN w EAea - 0 1 ;D1 19 ;D2 361 ;D3 7750 ;D4 165646
rnkqrnbb/pppppppp/8/8/8/8/PPPPPPPP/RNKQRNBB w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 198866
bbrnkrqn/pppppppp/8/8/8/8/PPPPPPPP/BBRNKRQN w FCfc - 0 1 ;D1 19 ;D2 361 ;D3 7837 ;D4 169283
brnbkrqn/pppppppp/8/8/8/8/PPPPPPPP/BRNBKRQN w FBfb - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165472
brnkrbqn/pppppppp/8/8/8/8/PPPPPPPP/BRNKRBQN w EBeb - 0 1 ;D1 19 ;D2 361 ;D3 7822 ;D4 168662
brnkrqnb/pppppppp/8/8/8/8/PPPPPPPP/BRNKRQNB w EBeb - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199827
rbbnkrqn/pppppppp/8/8/8/8/PPPPPPPP/RBBNKRQN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7799 ;D4 167742
rnbbkrqn/pppppppp/8/8/8/8/PPPPPPPP/RNBBKRQN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7731 ;D4 164860
rnbkrbqn/pppppppp/8/8/8/8/PPPPPPPP/RNBKRBQN w EAea - 0 1 ;D1 19 ;D2 361 ;D3 7729 ;D4 164743
rnbkrqnb/pppppppp/8/8/8/8/PPPPPPPP/RNBKRQNB w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8858 ;D4 195449
rbnkbrqn/pppppppp/8/8/8/8/PPPPPPPP/RBNKBRQN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7780 ;D4 166729
rnkbbrqn/pppppppp/8/8/8/8/PPPPPPPP/RNKBBRQN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7771 ;D4 166726
rnkrbbqn/pppppppp/8/8/8/8/PPPPPPPP/RNKRBBQN w DAda - 0 1 ;D1 19 ;D2 361 ;D3 7769 ;D4 166562
rnkrbqnb/pppppppp/8/8/8/8/PPPPPPPP/RNKRBQNB w DAda - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 196399
rbnkrqbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKRQBN w EAea - 0 1 ;D1 19 ;D2 361 ;D3 7759 ;D4 166056
rnkbrqbn/pppppppp/8/8/8/8/PPPPPPPP/RNKBRQBN w EAea - 0 1 ;D1 19 ;D2 361 ;D3 7750 ;D4 165645
rnkrqbbn/pppppppp/8/8/8/8/PPPPPPPP/RNKRQBBN w DAda - 0 1 ;D1 19 ;D2 361 ;D3 7750 ;D4 165790
rnkrqnbb/pppppppp/8/8/8/8/PPPPPPPP/RNKRQNBB w DAda - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 199000
bbrnkrnq/pppppppp/8/8/8/8/PPPPPPPP/BBRNKRNQ w FCfc - 0 1 ;D1 20 ;D2 400 ;D3 9052 ;D4 203817
brnbkrnq/pppppppp/8/8/8/8/PPPPPPPP/BRNBKRNQ w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199694
